iteration,loss,q_mean,td_error,action_entropy,reward,avg_reward,eps
1,1.8044920861721039,0.03517852537333965,1.6076803803443909,0.2810686528682709,1.5838842391967773,1.5838842391967773,"tensor(0.9998, device='cuda:0')"
2,1.8279572427272797,0.03672002907842398,1.4383322894573212,0.6610192060470581,1.419449806213379,1.5016670227050781,"tensor(0.9996, device='cuda:0')"
3,1.9069048166275024,0.04160486627370119,1.6558625102043152,0.10505437385290861,1.508341670036316,1.503891905148824,"tensor(0.9994, device='cuda:0')"
4,1.9699324369430542,0.061142461374402046,1.5335276424884796,0.006389865186065435,1.2032771110534668,1.4287382066249847,"tensor(0.9992, device='cuda:0')"
5,1.930667906999588,0.12983044050633907,1.7594708502292633,0.04056258033961058,1.7214888334274292,1.4872883319854737,"tensor(0.9990, device='cuda:0')"
6,1.8399148881435394,0.335193395614624,1.4710457921028137,0.01277973037213087,1.597214937210083,1.505609432856242,"tensor(0.9988, device='cuda:0')"
7,1.6761096119880676,0.8454686403274536,0.7787411361932755,0.3285713270306587,1.4883521795272827,1.5031441109521049,"tensor(0.9986, device='cuda:0')"
8,1.6469962298870087,1.3733813166618347,0.3396971635520458,0.38524895906448364,1.3619556427001953,1.4854955524206161,"tensor(0.9984, device='cuda:0')"
9,1.6940803825855255,1.2381131649017334,0.20281420834362507,0.388908663764596,1.1805419921875,1.4516118235058255,"tensor(0.9982, device='cuda:0')"
10,1.5464921593666077,0.8959086984395981,0.45735450088977814,0.07630312815308571,1.3222997188568115,1.438680613040924,"tensor(0.9980, device='cuda:0')"
11,1.580496072769165,0.7781381905078888,0.5493252277374268,0.0570169105194509,1.227882981300354,1.4195171919735996,"tensor(0.9978, device='cuda:0')"
12,1.5040031671524048,0.8906078785657883,0.38525601103901863,0.3987552039325237,1.3420639038085938,1.4130627512931824,"tensor(0.9976, device='cuda:0')"
13,1.464493453502655,1.063275009393692,0.12073969934135675,0.3429056778550148,1.460227370262146,1.4166907989061797,"tensor(0.9974, device='cuda:0')"
14,1.4686672985553741,1.1440845131874084,0.011866090819239616,0.38740549236536026,1.0653843879699707,1.3915974838393075,"tensor(0.9972, device='cuda:0')"
